"","Channel 1 Ave. (C)"
"15:06:33","21.412"
"15:06:34","21.415"
"15:06:35","21.414"
"15:06:36","21.415"
"15:06:37","21.421"
"15:06:38","21.418"
"15:06:39","21.424"
"15:06:40","21.419"
"15:06:41","21.414"
"15:06:42","21.416"
"15:06:43","21.410"
"15:06:44","21.411"
"15:06:45","21.422"
"15:06:46","21.422"
"15:06:47","21.424"
"15:06:48","21.416"
"15:06:49","21.414"
"15:06:50","21.412"
"15:06:51","21.413"
"15:06:52","21.414"
"15:06:53","21.420"
"15:06:54","21.426"
"15:06:55","21.426"
"15:06:56","21.420"
"15:06:57","21.410"
"15:06:58","21.410"
"15:06:59","21.413"
"15:07:00","21.413"
"15:07:01","21.411"
"15:07:02","21.413"
"15:07:03","21.411"
"15:07:04","21.419"
"15:07:05","21.415"
"15:07:06","21.415"
"15:07:07","21.414"
"15:07:08","21.418"
"15:07:09","21.421"
"15:07:10","21.424"
"15:07:11","21.418"
"15:07:12","21.417"
"15:07:13","21.419"
"15:07:14","21.414"
"15:07:15","21.417"
"15:07:16","21.415"
"15:07:17","21.417"
"15:07:18","21.421"
"15:07:19","21.424"
"15:07:20","21.424"
"15:07:21","21.421"
"15:07:22","21.426"
"15:07:23","21.421"
"15:07:24","21.424"
"15:07:25","21.427"
"15:07:26","21.418"
"15:07:27","21.416"
"15:07:28","21.416"
"15:07:29","21.420"
"15:07:30","21.413"
"15:07:31","21.416"
"15:07:32","21.415"
"15:07:33","21.411"
"15:07:34","21.413"
"15:07:35","21.419"
"15:07:36","21.419"
"15:07:37","21.415"
"15:07:38","21.414"
"15:07:39","21.414"
"15:07:40","21.415"
"15:07:41","21.419"
"15:07:42","21.421"
"15:07:43","21.424"
"15:07:44","21.419"
"15:07:45","21.423"
"15:07:46","21.420"
"15:07:47","21.421"
"15:07:48","21.422"
"15:07:49","21.423"
"15:07:50","21.420"
"15:07:51","21.414"
"15:07:52","21.419"
"15:07:53","21.418"
"15:07:54","21.413"
"15:07:55","21.412"
"15:07:56","21.408"
"15:07:57","21.410"
"15:07:58","21.405"
"15:07:59","21.399"
"15:08:00","21.410"
"15:08:01","21.416"
"15:08:02","21.410"
"15:08:03","21.412"
"15:08:04","21.407"
"15:08:05","21.405"
"15:08:06","21.413"
"15:08:07","21.413"
"15:08:08","21.415"
"15:08:09","21.417"
"15:08:10","21.419"
"15:08:11","21.415"
"15:08:12","21.417"
"15:08:13","21.421"
"15:08:14","21.420"
"15:08:15","21.425"
"15:08:16","21.424"
"15:08:17","21.418"
"15:08:18","21.421"
"15:08:19","21.421"
"15:08:20","21.417"
"15:08:21","21.413"
"15:08:22","21.418"
"15:08:23","21.414"
"15:08:24","21.413"
"15:08:25","21.416"
"15:08:26","21.422"
"15:08:27","21.421"
"15:08:28","21.412"
"15:08:29","21.411"
"15:08:30","21.411"
"15:08:31","21.404"
"15:08:32","21.405"
"15:08:33","21.407"
"15:08:34","21.408"
"15:08:35","21.413"
"15:08:36","21.408"
"15:08:37","21.409"
"15:08:38","21.411"
"15:08:39","21.409"
"15:08:40","21.411"
"15:08:41","21.411"
"15:08:42","21.411"
"15:08:43","21.403"
"15:08:44","21.407"
"15:08:45","21.405"
"15:08:46","21.405"
"15:08:47","21.409"
"15:08:48","21.409"
"15:08:49","21.417"
"15:08:50","21.413"
"15:08:51","21.417"
"15:08:52","21.414"
"15:08:53","21.414"
"15:08:54","21.412"
"15:08:55","21.417"
"15:08:56","21.414"
"15:08:57","21.414"
"15:08:58","21.417"
"15:08:59","21.416"
"15:09:00","21.425"
"15:09:01","21.422"
"15:09:02","21.422"
"15:09:03","21.419"
"15:09:04","21.419"
"15:09:05","21.414"
"15:09:06","21.406"
"15:09:07","21.406"
"15:09:08","21.408"
"15:09:09","21.414"
"15:09:10","21.414"
"15:09:11","21.419"
"15:09:12","21.425"
"15:09:13","21.420"
"15:09:14","21.412"
"15:09:15","21.408"
"15:09:16","21.411"
"15:09:17","21.411"
"15:09:18","21.417"
"15:09:19","21.411"
"15:09:20","21.410"
"15:09:21","21.408"
"15:09:22","21.406"
"15:09:23","21.409"
"15:09:24","21.414"
"15:09:25","21.419"
"15:09:26","21.420"
"15:09:27","21.418"
"15:09:28","21.410"
"15:09:29","21.411"
"15:09:30","21.415"
"15:09:31","21.411"
"15:09:32","21.414"
"15:09:33","21.414"
"15:09:34","21.416"
"15:09:35","21.416"
"15:09:36","21.418"
"15:09:37","21.422"
"15:09:38","21.422"
"15:09:39","21.418"
"15:09:40","21.419"
"15:09:41","21.419"
"15:09:42","21.421"
"15:09:43","21.419"
"15:09:44","21.424"
"15:09:45","21.425"
"15:09:46","21.426"
"15:09:47","21.422"
"15:09:48","21.419"
"15:09:49","21.422"
"15:09:50","21.422"
"15:09:51","21.418"
"15:09:52","21.417"
"15:09:53","21.416"
"15:09:54","21.422"
"15:09:55","21.423"
"15:09:56","21.424"
"15:09:57","21.425"
"15:09:58","21.426"
"15:09:59","21.428"
"15:10:00","21.431"
"15:10:01","21.432"
"15:10:02","21.433"
"15:10:03","21.426"
"15:10:04","21.425"
"15:10:05","21.421"
"15:10:06","21.418"
"15:10:07","21.424"
"15:10:08","21.419"
"15:10:09","21.425"
"15:10:10","21.421"
"15:10:11","21.420"
"15:10:12","21.426"
"15:10:13","21.418"
"15:10:14","21.420"
"15:10:15","21.422"
"15:10:16","21.423"
"15:10:17","21.428"
"15:10:18","21.432"
"15:10:19","21.434"
"15:10:20","21.436"
"15:10:21","21.434"
"15:10:22","21.434"
"15:10:23","21.443"
"15:10:24","21.443"
"15:10:25","21.430"
"15:10:26","21.437"
"15:10:27","21.436"
"15:10:28","21.432"
"15:10:29","21.432"
"15:10:30","21.434"
"15:10:31","21.434"
"15:10:32","21.435"
"15:10:33","21.433"
"15:10:34","21.433"
"15:10:35","21.435"
"15:10:36","21.433"
"15:10:37","21.432"
"15:10:38","21.439"
"15:10:39","21.435"
"15:10:40","21.430"
"15:10:41","21.432"
"15:10:42","21.432"
"15:10:43","21.425"
"15:10:44","21.429"
"15:10:45","21.429"
"15:10:46","21.429"
"15:10:47","21.426"
"15:10:48","21.425"
"15:10:49","21.429"
"15:10:50","21.426"
"15:10:51","21.433"
"15:10:52","21.439"
"15:10:53","21.434"
"15:10:54","21.427"
"15:10:55","21.423"
"15:10:56","21.431"
"15:10:57","21.437"
"15:10:58","21.440"
"15:10:59","21.443"
"15:11:00","21.443"
"15:11:01","21.440"
"15:11:02","21.438"
"15:11:03","21.436"
"15:11:04","21.436"
"15:11:05","21.437"
"15:11:06","21.439"
"15:11:07","21.440"
"15:11:08","21.443"
"15:11:09","21.439"
"15:11:10","21.437"
"15:11:11","21.433"
"15:11:12","21.439"
"15:11:13","21.442"
"15:11:14","21.448"
"15:11:15","21.442"
"15:11:16","21.442"
"15:11:17","21.436"
"15:11:18","21.431"
"15:11:19","21.435"
"15:11:20","21.445"
"15:11:21","21.446"
"15:11:22","21.439"
"15:11:23","21.442"
"15:11:24","21.443"
"15:11:25","21.445"
"15:11:26","21.437"
"15:11:27","21.446"
"15:11:28","21.442"
"15:11:29","21.442"
"15:11:30","21.439"
"15:11:31","21.440"
"15:11:32","21.439"
"15:11:33","21.434"
"15:11:34","21.433"
"15:11:35","21.422"
"15:11:36","21.427"
"15:11:37","21.437"
"15:11:38","21.432"
"15:11:39","21.436"
"15:11:40","21.438"
"15:11:41","21.429"
"15:11:42","21.430"
"15:11:43","21.430"
"15:11:44","21.435"
"15:11:45","21.435"
"15:11:46","21.443"
"15:11:47","21.438"
"15:11:48","21.436"
"15:11:49","21.441"
"15:11:50","21.440"
"15:11:51","21.447"
"15:11:52","21.449"
"15:11:53","21.443"
"15:11:54","21.442"
"15:11:55","21.447"
"15:11:56","21.438"
"15:11:57","21.442"
"15:11:58","21.446"
"15:11:59","21.448"
"15:12:00","21.438"
"15:12:01","21.436"
"15:12:02","21.445"
"15:12:03","21.442"
"15:12:04","21.439"
"15:12:05","21.443"
"15:12:06","21.446"
"15:12:07","21.440"
"15:12:08","21.436"
"15:12:09","21.446"
"15:12:10","21.440"
"15:12:11","21.441"
"15:12:12","21.437"
"15:12:13","21.440"
"15:12:14","21.440"
"15:12:15","21.442"
"15:12:16","21.445"
"15:12:17","21.453"
"15:12:18","21.448"
"15:12:19","21.447"
"15:12:20","21.446"
"15:12:21","21.442"
"15:12:22","21.448"
"15:12:23","21.442"
"15:12:24","21.444"
"15:12:25","21.438"
"15:12:26","21.439"
"15:12:27","21.443"
"15:12:28","21.446"
"15:12:29","21.445"
"15:12:30","21.442"
"15:12:31","21.443"
"15:12:32","21.441"
"15:12:33","21.445"
"15:12:34","21.439"
"15:12:35","21.442"
"15:12:36","21.436"
"15:12:37","21.438"
"15:12:38","21.438"
"15:12:39","21.436"
"15:12:40","21.439"
"15:12:41","21.443"
"15:12:42","21.432"
"15:12:43","21.437"
"15:12:44","21.433"
"15:12:45","21.443"
"15:12:46","21.445"
"15:12:47","21.439"
"15:12:48","21.436"
"15:12:49","21.434"
"15:12:50","21.439"
"15:12:51","21.442"
"15:12:52","21.449"
"15:12:53","21.453"
"15:12:54","21.451"
"15:12:55","21.450"
"15:12:56","21.447"
"15:12:57","21.450"
"15:12:58","21.447"
"15:12:59","21.443"
"15:13:00","21.450"
"15:13:01","21.447"
"15:13:02","21.445"
"15:13:03","21.450"
"15:13:04","21.455"
"15:13:05","21.454"
"15:13:06","21.452"
"15:13:07","21.450"
"15:13:08","21.447"
"15:13:09","21.448"
"15:13:10","21.444"
"15:13:11","21.444"
"15:13:12","21.449"
"15:13:13","21.446"
"15:13:14","21.451"
"15:13:15","21.449"
"15:13:16","21.452"
"15:13:17","21.448"
"15:13:18","21.447"
"15:13:19","21.449"
"15:13:20","21.445"
"15:13:21","21.443"
"15:13:22","21.441"
"15:13:23","21.447"
"15:13:24","21.448"
"15:13:25","21.448"
"15:13:26","21.445"
"15:13:27","21.443"
"15:13:28","21.439"
"15:13:29","21.442"
"15:13:30","21.441"
"15:13:31","21.442"
"15:13:32","21.443"
"15:13:33","21.443"
"15:13:34","21.436"
"15:13:35","21.439"
"15:13:36","21.438"
"15:13:37","21.445"
"15:13:38","21.447"
"15:13:39","21.445"
"15:13:40","21.447"
"15:13:41","21.442"
"15:13:42","21.446"
"15:13:43","21.442"
"15:13:44","21.443"
"15:13:45","21.441"
"15:13:46","21.441"
"15:13:47","21.442"
"15:13:48","21.443"
"15:13:49","21.444"
"15:13:50","21.439"
"15:13:51","21.441"
"15:13:52","21.445"
"15:13:53","21.447"
"15:13:54","21.446"
"15:13:55","21.449"
"15:13:56","21.449"
"15:13:57","21.448"
"15:13:58","21.448"
"15:13:59","21.443"
"15:14:00","21.446"
"15:14:01","21.449"
"15:14:02","21.451"
"15:14:03","21.451"
"15:14:04","21.450"
"15:14:05","21.448"
"15:14:06","21.444"
"15:14:07","21.438"
"15:14:08","21.437"
"15:14:09","21.438"
"15:14:10","21.441"
"15:14:11","21.439"
"15:14:12","21.443"
"15:14:13","21.442"
"15:14:14","21.439"
"15:14:15","21.441"
"15:14:16","21.439"
"15:14:17","21.433"
"15:14:18","21.437"
"15:14:19","21.437"
"15:14:20","21.444"
"15:14:21","21.439"
"15:14:22","21.438"
"15:14:23","21.436"
"15:14:24","21.444"
"15:14:25","21.445"
"15:14:26","21.446"
"15:14:27","21.441"
"15:14:28","21.442"
"15:14:29","21.444"
"15:14:30","21.448"
"15:14:31","21.450"
"15:14:32","21.447"
"15:14:33","21.456"
"15:14:34","21.449"
"15:14:35","21.450"
"15:14:36","21.453"
"15:14:37","21.446"
"15:14:38","21.447"
"15:14:39","21.450"
"15:14:40","21.450"
"15:14:41","21.451"
"15:14:42","21.445"
"15:14:43","21.453"
"15:14:44","21.451"
"15:14:45","21.453"
"15:14:46","21.448"
"15:14:47","21.448"
"15:14:48","21.442"
"15:14:49","21.440"
"15:14:50","21.440"
"15:14:51","21.439"
"15:14:52","21.443"
"15:14:53","21.439"
"15:14:54","21.434"
"15:14:55","21.439"
"15:14:56","21.438"
"15:14:57","21.443"
"15:14:58","21.440"
"15:14:59","21.439"
"15:15:00","21.442"
"15:15:01","21.437"
"15:15:02","21.440"
"15:15:03","21.445"
"15:15:04","21.445"
"15:15:05","21.450"
"15:15:06","21.448"
"15:15:07","21.446"
"15:15:08","21.447"
"15:15:09","21.451"
"15:15:10","21.445"
"15:15:11","21.447"
"15:15:12","21.445"
"15:15:13","21.451"
"15:15:14","21.441"
"15:15:15","21.442"
"15:15:16","21.440"
"15:15:17","21.437"
"15:15:18","21.437"
"15:15:19","21.437"
"15:15:20","21.437"
"15:15:21","21.441"
"15:15:22","21.438"
"15:15:23","21.441"
"15:15:24","21.445"
"15:15:25","21.439"
"15:15:26","21.438"
"15:15:27","21.432"
"15:15:28","21.435"
"15:15:29","21.440"
"15:15:30","21.442"
"15:15:31","21.442"
"15:15:32","21.445"
"15:15:33","21.446"
"15:15:34","21.443"
"15:15:35","21.446"
"15:15:36","21.445"
"15:15:37","21.448"
"15:15:38","21.450"
"15:15:39","21.443"
"15:15:40","21.439"
"15:15:41","21.435"
"15:15:42","21.434"
"15:15:43","21.439"
"15:15:44","21.444"
"15:15:45","21.440"
"15:15:46","21.435"
"15:15:47","21.437"
"15:15:48","21.435"
"15:15:49","21.441"
"15:15:50","21.441"
"15:15:51","21.444"
"15:15:52","21.441"
"15:15:53","21.441"
"15:15:54","21.438"
"15:15:55","21.438"
"15:15:56","21.441"
"15:15:57","21.439"
"15:15:58","21.434"
"15:15:59","21.432"
"15:16:00","21.436"
"15:16:01","21.435"
"15:16:02","21.434"
"15:16:03","21.436"
"15:16:04","21.440"
"15:16:05","21.436"
"15:16:06","21.437"
"15:16:07","21.428"
"15:16:08","21.430"
"15:16:09","21.437"
"15:16:10","21.437"
"15:16:11","21.434"
"15:16:12","21.434"
"15:16:13","21.437"
"15:16:14","21.436"
"15:16:15","21.432"
"15:16:16","21.438"
"15:16:17","21.437"
"15:16:18","21.443"
"15:16:19","21.444"
"15:16:20","21.441"
"15:16:21","21.445"
"15:16:22","21.454"
"15:16:23","21.444"
"15:16:24","21.440"
"15:16:25","21.441"
"15:16:26","21.452"
"15:16:27","21.447"
"15:16:28","21.447"
"15:16:29","21.449"
"15:16:30","21.448"
"15:16:31","21.447"
"15:16:32","21.449"
"15:16:33","21.450"
"15:16:34","21.445"
"15:16:35","21.447"
"15:16:36","21.448"
"15:16:37","21.447"
"15:16:38","21.446"
"15:16:39","21.442"
"15:16:40","21.441"
"15:16:41","21.446"
"15:16:42","21.443"
"15:16:43","21.442"
"15:16:44","21.442"
"15:16:45","21.446"
"15:16:46","21.436"
"15:16:47","21.435"
"15:16:48","21.441"
"15:16:49","21.435"
"15:16:50","21.432"
"15:16:51","21.435"
"15:16:52","21.436"
"15:16:53","21.443"
"15:16:54","21.447"
"15:16:55","21.444"
"15:16:56","21.444"
"15:16:57","21.433"
"15:16:58","21.432"
"15:16:59","21.433"
"15:17:00","21.440"
"15:17:01","21.438"
"15:17:02","21.435"
"15:17:03","21.436"
"15:17:04","21.435"
"15:17:05","21.442"
"15:17:06","21.433"
"15:17:07","21.437"
"15:17:08","21.443"
"15:17:09","21.438"
"15:17:10","21.441"
"15:17:11","21.448"
"15:17:12","21.447"
"15:17:13","21.443"
"15:17:14","21.445"
"15:17:15","21.448"
"15:17:16","21.449"
"15:17:17","21.452"
"15:17:18","21.447"
"15:17:19","21.447"
"15:17:20","21.444"
"15:17:21","21.441"
"15:17:22","21.436"
"15:17:23","21.433"
"15:17:24","21.430"
"15:17:25","21.433"
"15:17:26","21.434"
"15:17:27","21.436"
"15:17:28","21.436"
"15:17:29","21.443"
"15:17:30","21.446"
"15:17:31","21.444"
"15:17:32","21.445"
"15:17:33","21.443"
"15:17:34","21.434"
"15:17:35","21.434"
"15:17:36","21.438"
"15:17:37","21.438"
"15:17:38","21.434"
"15:17:39","21.436"
"15:17:40","21.436"
"15:17:41","21.439"
"15:17:42","21.436"
"15:17:43","21.437"
"15:17:44","21.434"
"15:17:45","21.433"
"15:17:46","21.443"
"15:17:47","21.443"
"15:17:48","21.444"
"15:17:49","21.440"
"15:17:50","21.436"
"15:17:51","21.439"
"15:17:52","21.444"
"15:17:53","21.442"
"15:17:54","21.438"
"15:17:55","21.427"
"15:17:56","21.434"
"15:17:57","21.430"
"15:17:58","21.430"
"15:17:59","21.436"
"15:18:00","21.434"
"15:18:01","21.434"
"15:18:02","21.441"
"15:18:03","21.447"
"15:18:04","21.444"
"15:18:05","21.443"
"15:18:06","21.439"
"15:18:07","21.445"
"15:18:08","21.448"
"15:18:09","21.445"
"15:18:10","21.437"
"15:18:11","21.446"
"15:18:12","21.447"
"15:18:13","21.453"
"15:18:14","21.453"
"15:18:15","21.457"
"15:18:16","21.457"
"15:18:17","21.455"
"15:18:18","21.445"
"15:18:19","21.445"
"15:18:20","21.450"
"15:18:21","21.449"
"15:18:22","21.446"
"15:18:23","21.450"
"15:18:24","21.456"
"15:18:25","21.456"
"15:18:26","21.454"
"15:18:27","21.447"
"15:18:28","21.453"
"15:18:29","21.451"
"15:18:30","21.459"
"15:18:31","21.451"
"15:18:32","21.451"
"15:18:33","21.451"
"15:18:34","21.459"
"15:18:35","21.455"
"15:18:36","21.462"
"15:18:37","21.453"
"15:18:38","21.454"
"15:18:39","21.454"
"15:18:40","21.459"
"15:18:41","21.452"
"15:18:42","21.449"
"15:18:43","21.452"
"15:18:44","21.448"
"15:18:45","21.442"
"15:18:46","21.449"
"15:18:47","21.444"
"15:18:48","21.452"
"15:18:49","21.450"
"15:18:50","21.441"
"15:18:51","21.448"
"15:18:52","21.448"
"15:18:53","21.449"
"15:18:54","21.445"
"15:18:55","21.442"
"15:18:56","21.446"
"15:18:57","21.446"
"15:18:58","21.443"
"15:18:59","21.452"
"15:19:00","21.441"
"15:19:01","21.441"
"15:19:02","21.442"
"15:19:03","21.443"
"15:19:04","21.442"
"15:19:05","21.437"
"15:19:06","21.436"
"15:19:07","21.444"
"15:19:08","21.447"
"15:19:09","21.443"
"15:19:10","21.445"
"15:19:11","21.441"
"15:19:12","21.449"
"15:19:13","21.442"
"15:19:14","21.441"
"15:19:15","21.444"
"15:19:16","21.441"
"15:19:17","21.445"
"15:19:18","21.447"
"15:19:19","21.444"
"15:19:20","21.439"
"15:19:21","21.443"
"15:19:22","21.441"
"15:19:23","21.441"
"15:19:24","21.434"
"15:19:25","21.434"
"15:19:26","21.434"
"15:19:27","21.439"
"15:19:28","21.438"
"15:19:29","21.453"
"15:19:30","21.430"
"15:19:31","21.449"
"15:19:32","21.444"
"15:19:33","21.445"
"15:19:34","21.447"
"15:19:35","21.450"
"15:19:36","21.453"
"15:19:37","21.442"
"15:19:38","21.453"
"15:19:39","21.450"
"15:19:40","21.450"
"15:19:41","21.449"
"15:19:42","21.451"
"15:19:43","21.449"
"15:19:44","21.441"
"15:19:45","21.455"
"15:19:46","21.452"
"15:19:47","21.456"
"15:19:48","21.453"
"15:19:49","21.452"
"15:19:50","21.452"
"15:19:51","21.449"
"15:19:52","21.460"
"15:19:53","21.460"
"15:19:54","21.454"
"15:19:55","21.455"
"15:19:56","21.453"
"15:19:57","21.458"
"15:19:58","21.460"
"15:19:59","21.460"
"15:20:00","21.456"
"15:20:01","21.460"
"15:20:02","21.456"
"15:20:03","21.457"
"15:20:04","21.456"
"15:20:05","21.449"
"15:20:06","21.456"
"15:20:07","21.452"
"15:20:08","21.449"
"15:20:09","21.452"
"15:20:10","21.441"
"15:20:11","21.445"
"15:20:12","21.452"
"15:20:13","21.441"
"15:20:14","21.459"
"15:20:15","21.449"
"15:20:16","21.450"
"15:20:17","21.452"
"15:20:18","21.450"
"15:20:19","21.449"
"15:20:20","21.448"
"15:20:21","21.456"
"15:20:22","21.452"
"15:20:23","21.459"
"15:20:24","21.459"
"15:20:25","21.444"
"15:20:26","21.445"
"15:20:27","21.457"
"15:20:28","21.450"
"15:20:29","21.448"
"15:20:30","21.456"
"15:20:31","21.448"
"15:20:32","21.441"
"15:20:33","21.449"
"15:20:34","21.449"
"15:20:35","21.451"
"15:20:36","21.448"
"15:20:37","21.446"
"15:20:38","21.437"
"15:20:39","21.443"
"15:20:40","21.438"
"15:20:41","21.441"
"15:20:42","21.441"
"15:20:43","21.439"
"15:20:44","21.441"
"15:20:45","21.434"
"15:20:46","21.437"
"15:20:47","21.446"
"15:20:48","21.445"
"15:20:49","21.450"
"15:20:50","21.444"
"15:20:51","21.445"
"15:20:52","21.444"
"15:20:53","21.450"
"15:20:54","21.444"
"15:20:55","21.437"
"15:20:56","21.444"
"15:20:57","21.448"
"15:20:58","21.450"
"15:20:59","21.450"
"15:21:00","21.454"
"15:21:01","21.448"
"15:21:02","21.443"
"15:21:03","21.446"
"15:21:04","21.437"
"15:21:05","21.443"
"15:21:06","21.440"
"15:21:07","21.451"
"15:21:08","21.455"
"15:21:09","21.443"
"15:21:10","21.449"
"15:21:11","21.440"
"15:21:12","21.440"
"15:21:13","21.439"
"15:21:14","21.438"
"15:21:15","21.445"
"15:21:16","21.448"
"15:21:17","21.443"
"15:21:18","21.445"
"15:21:19","21.439"
"15:21:20","21.449"
"15:21:21","21.451"
"15:21:22","21.451"
"15:21:23","21.457"
"15:21:24","21.457"
"15:21:25","21.451"
"15:21:26","21.449"
"15:21:27","21.445"
"15:21:28","21.438"
"15:21:29","21.441"
"15:21:30","21.439"
"15:21:31","21.438"
"15:21:32","21.438"
"15:21:33","21.441"
"15:21:34","21.445"
"15:21:35","21.444"
"15:21:36","21.446"
"15:21:37","21.447"
"15:21:38","21.456"
"15:21:39","21.450"
"15:21:40","21.451"
"15:21:41","21.451"
"15:21:42","21.450"
"15:21:43","21.450"
"15:21:44","21.456"
"15:21:45","21.450"
"15:21:46","21.453"
"15:21:47","21.459"
"15:21:48","21.456"
"15:21:49","21.448"
"15:21:50","21.446"
"15:21:51","21.449"
"15:21:52","21.446"
"15:21:53","21.450"
"15:21:54","21.451"
"15:21:55","21.454"
"15:21:56","21.457"
"15:21:57","21.459"
"15:21:58","21.458"
"15:21:59","21.462"
"15:22:00","21.449"
"15:22:01","21.452"
"15:22:02","21.450"
"15:22:03","21.449"
"15:22:04","21.456"
"15:22:05","21.455"
"15:22:06","21.455"
"15:22:07","21.453"
"15:22:08","21.453"
"15:22:09","21.453"
"15:22:10","21.449"
"15:22:11","21.452"
"15:22:12","21.451"
"15:22:13","21.461"
"15:22:14","21.455"
"15:22:15","21.457"
"15:22:16","21.457"
"15:22:17","21.463"
"15:22:18","21.460"
"15:22:19","21.464"
"15:22:20","21.460"
"15:22:21","21.458"
"15:22:22","21.458"
"15:22:23","21.464"
"15:22:24","21.461"
"15:22:25","21.460"
"15:22:26","21.458"
"15:22:27","21.456"
"15:22:28","21.462"
"15:22:29","21.466"
"15:22:30","21.463"
"15:22:31","21.470"
"15:22:32","21.465"
"15:22:33","21.465"
"15:22:34","21.456"
"15:22:35","21.458"
"15:22:36","21.459"
"15:22:37","21.461"
"15:22:38","21.468"
"15:22:39","21.461"
"15:22:40","21.459"
"15:22:41","21.462"
"15:22:42","21.465"
"15:22:43","21.455"
"15:22:44","21.457"
"15:22:45","21.461"
"15:22:46","21.456"
"15:22:47","21.463"
"15:22:48","21.462"
"15:22:49","21.468"
"15:22:50","21.469"
"15:22:51","21.463"
"15:22:52","21.467"
"15:22:53","21.469"
"15:22:54","21.462"
"15:22:55","21.463"
"15:22:56","21.470"
"15:22:57","21.465"
"15:22:58","21.460"
"15:22:59","21.454"
"15:23:00","21.469"
"15:23:01","21.464"
"15:23:02","21.455"
"15:23:03","21.453"
"15:23:04","21.463"
"15:23:05","21.466"
"15:23:06","21.464"
"15:23:07","21.451"
"15:23:08","21.448"
"15:23:09","21.455"
"15:23:10","21.452"
"15:23:11","21.454"
"15:23:12","21.450"
"15:23:13","21.456"
"15:23:14","21.450"
"15:23:15","21.449"
"15:23:16","21.455"
"15:23:17","21.453"
"15:23:18","21.459"
"15:23:19","21.467"
"15:23:20","21.459"
"15:23:21","21.463"
"15:23:22","21.458"
"15:23:23","21.453"
"15:23:24","21.463"
"15:23:25","21.459"
"15:23:26","21.459"
"15:23:27","21.452"
"15:23:28","21.453"
"15:23:29","21.450"
"15:23:30","21.452"
"15:23:31","21.449"
"15:23:32","21.451"
"15:23:33","21.460"
"15:23:34","21.462"
"15:23:35","21.465"
"15:23:36","21.457"
"15:23:37","21.462"
"15:23:38","21.461"
"15:23:39","21.458"
"15:23:40","21.461"
"15:23:41","21.461"
"15:23:42","21.458"
"15:23:43","21.451"
"15:23:44","21.459"
"15:23:45","21.457"
"15:23:46","21.467"
"15:23:47","21.465"
"15:23:48","21.467"
"15:23:49","21.470"
"15:23:50","21.464"
"15:23:51","21.462"
"15:23:52","21.459"
"15:23:53","21.463"
"15:23:54","21.463"
"15:23:55","21.474"
"15:23:56","21.470"
"15:23:57","21.476"
"15:23:58","21.477"
"15:23:59","21.469"
"15:24:00","21.465"
"15:24:01","21.465"
"15:24:02","21.465"
"15:24:03","21.471"
"15:24:04","21.462"
"15:24:05","21.465"
"15:24:06","21.458"
"15:24:07","21.452"
"15:24:08","21.462"
"15:24:09","21.458"
"15:24:10","21.466"
"15:24:11","21.463"
"15:24:12","21.469"
"15:24:13","21.464"
"15:24:14","21.465"
"15:24:15","21.466"
"15:24:16","21.470"
"15:24:17","21.464"
"15:24:18","21.474"
"15:24:19","21.471"
"15:24:20","21.475"
"15:24:21","21.474"
"15:24:22","21.476"
"15:24:23","21.479"
"15:24:24","21.471"
"15:24:25","21.470"
"15:24:26","21.467"
"15:24:27","21.467"
"15:24:28","21.470"
"15:24:29","21.470"
"15:24:30","21.475"
"15:24:31","21.471"
"15:24:32","21.473"
"15:24:33","21.474"
"15:24:34","21.477"
"15:24:35","21.476"
"15:24:36","21.476"
"15:24:37","21.480"
"15:24:38","21.479"
"15:24:39","21.474"
"15:24:40","21.474"
"15:24:41","21.468"
"15:24:42","21.478"
"15:24:43","21.470"
"15:24:44","21.473"
"15:24:45","21.469"
"15:24:46","21.464"
"15:24:47","21.468"
"15:24:48","21.468"
"15:24:49","21.468"
"15:24:50","21.470"
"15:24:51","21.481"
"15:24:52","21.470"
"15:24:53","21.459"
"15:24:54","21.453"
"15:24:55","21.464"
"15:24:56","21.476"
"15:24:57","21.468"
"15:24:58","21.466"
"15:24:59","21.473"
"15:25:00","21.462"
"15:25:01","21.468"
"15:25:02","21.466"
"15:25:03","21.473"
"15:25:04","21.470"
"15:25:05","21.467"
"15:25:06","21.474"
"15:25:07","21.482"
"15:25:08","21.480"
"15:25:09","21.479"
"15:25:10","21.477"
"15:25:11","21.483"
"15:25:12","21.478"
"15:25:13","21.476"
"15:25:14","21.473"
"15:25:15","21.474"
"15:25:16","21.477"
"15:25:17","21.479"
"15:25:18","21.473"
"15:25:19","21.474"
"15:25:20","21.470"
"15:25:21","21.472"
"15:25:22","21.474"
"15:25:23","21.473"
"15:25:24","21.469"
"15:25:25","21.468"
"15:25:26","21.476"
"15:25:27","21.477"
"15:25:28","21.476"
"15:25:29","21.477"
"15:25:30","21.475"
"15:25:31","21.476"
"15:25:32","21.470"
"15:25:33","21.466"
"15:25:34","21.467"
"15:25:35","21.470"
"15:25:36","21.475"
"15:25:37","21.473"
"15:25:38","21.478"
"15:25:39","21.479"
"15:25:40","21.481"
"15:25:41","21.481"
"15:25:42","21.476"
"15:25:43","21.476"
"15:25:44","21.475"
"15:25:45","21.474"
"15:25:46","21.471"
"15:25:47","21.484"
"15:25:48","21.484"
"15:25:49","21.474"
"15:25:50","21.471"
"15:25:51","21.482"
"15:25:52","21.483"
"15:25:53","21.479"
"15:25:54","21.474"
"15:25:55","21.477"
"15:25:56","21.476"
"15:25:57","21.476"
